dimension,num_points,delta,epsilon,accuracy_pct,LS_time_sec,avg_sample_time_sec,coefficient
200,10000,1,0.5,100,744.030446,0.13410697,5548.03710798924
200,10000,1,0.45,100,744.030446,0.18238586,4079.43053260817
200,10000,1,0.4,100,744.030446,0.2456174,3029.22531547032
200,10000,1,0.35,100,744.030446,0.16053062,4634.81948802042
200,10000,1,0.3,100,744.030446,0.18191149,4090.06845032164
200,10000,1,0.25,100,744.030446,0.21389786,3478.43800774819
200,10000,1,0.2,100,744.030446,0.28432565,2616.82491889142
200,10000,1,0.15,100,744.030446,0.40697156,1828.21238417741
200,10000,1,0.1,100,744.030446,0.62411015,1192.14604345082
200,10000,1,0.05,100,744.030446,3.22112521,230.984639681237
200,20000,0.6,0.5,43,263.115254,0.33265178,790.963012433001
200,20000,0.6,0.45,95,263.115254,0.50874625,517.183672606923
200,20000,0.6,0.4,100,263.115254,0.73323923,358.839575454794
200,20000,0.6,0.35,100,263.115254,0.35139748,748.768186954556
200,20000,0.6,0.3,100,263.115254,0.36381531,723.211054532037
200,20000,0.6,0.25,100,263.115254,0.47611215,552.632933228022
200,20000,0.6,0.2,100,263.115254,0.57759107,455.538992318562
200,20000,0.6,0.15,100,263.115254,0.73739955,356.815045520437
200,20000,0.6,0.1,100,263.115254,1.02458284,256.802323568097
200,20000,0.6,0.05,100,263.115254,4.40227389,59.7680336513547
200,20000,0.7,0.5,8,267.320736,0.24744869,1080.30774379933
200,20000,0.7,0.45,79,267.320736,0.49810684,536.673489567017
200,20000,0.7,0.4,99,267.320736,0.86355534,309.558315046723
200,20000,0.7,0.35,100,267.320736,0.34359831,778.003640355507
200,20000,0.7,0.3,100,267.320736,0.37786188,707.456216541346
200,20000,0.7,0.25,100,267.320736,0.43741398,611.138985544083
200,20000,0.7,0.2,100,267.320736,0.53839407,496.515008049773
200,20000,0.7,0.15,100,267.320736,0.74252947,360.013638246574
200,20000,0.7,0.1,100,267.320736,1.02951679,259.65650934163
200,20000,0.7,0.05,100,267.320736,4.45124086,60.0553293806707
200,20000,0.8,0.5,0,276.431923,0.17980987,1537.35678136022
200,20000,0.8,0.45,11,276.431923,0.38109525,725.36176454574
200,20000,0.8,0.4,75,276.431923,1.48527721,186.114700433598
200,20000,0.8,0.35,100,276.431923,0.37819312,730.927952893485
200,20000,0.8,0.3,100,276.431923,0.40773733,677.965696690073
200,20000,0.8,0.25,100,276.431923,0.45755379,604.151750114451
200,20000,0.8,0.2,100,276.431923,0.55311327,499.774527195849
200,20000,0.8,0.15,100,276.431923,0.724649599999999,381.46977932507
200,20000,0.8,0.1,100,276.431923,1.06993617,258.363004028549
200,20000,0.8,0.05,100,276.431923,4.69506024,58.8771834373737
200,20000,0.9,0.5,0,283.716024,0.1546893,1834.10244923211
200,20000,0.9,0.45,0,283.716024,0.21162161,1340.67604910481
200,20000,0.9,0.4,1,283.716024,0.33226988,853.872231813489
200,20000,0.9,0.35,32,283.716024,0.32599549,870.306592278316
200,20000,0.9,0.3,88,283.716024,0.45712243,620.656536149407
200,20000,0.9,0.25,100,283.716024,0.50740738,559.14839866933
200,20000,0.9,0.2,100,283.716024,0.61066303,464.60324280643
200,20000,0.9,0.15,100,283.716024,0.77888562,364.258906204996
200,20000,0.9,0.1,100,283.716024,1.11156622,255.239875857329
200,20000,0.9,0.05,100,283.716024,4.79045739,59.2252473829018
200,20000,0.95,0.5,0,314.194866,0.1507131,2084.72167316577
200,20000,0.95,0.45,0,314.194866,0.19194511,1636.8995594626
200,20000,0.95,0.4,0,314.194866,0.25823146,1216.71800174928
200,20000,0.95,0.35,0,314.194866,0.19105084,1644.56155230723
200,20000,0.95,0.3,5,314.194866,0.27298756,1150.94939124699
200,20000,0.95,0.25,61,314.194866,0.53273771,589.774029700281
200,20000,0.95,0.2,100,314.194866,0.62580683,502.063657566664
200,20000,0.95,0.15,100,314.194866,0.79285914,396.280814773731
200,20000,0.95,0.1,100,314.194866,1.2033735,261.095051536368
200,20000,0.95,0.05,100,314.194866,5.11208025,61.4612546428629
200,20000,1,0.5,100,1670.033029,0.13571575,12305.3737609673
200,20000,1,0.45,100,1670.033029,0.17845826,9358.11561202043
200,20000,1,0.4,100,1670.033029,0.28608289,5837.58444624214
200,20000,1,0.35,100,1670.033029,0.1583763,10544.7155224614
200,20000,1,0.3,100,1670.033029,0.18509005,9022.8136466547
200,20000,1,0.25,100,1670.033029,0.21136465,7901.1936433079
200,20000,1,0.2,100,1670.033029,0.28057895,5952.09665229697
200,20000,1,0.15,100,1670.033029,0.40911485,4082.06406831725
200,20000,1,0.1,100,1670.033029,0.60731358,2749.86939860623
200,20000,1,0.05,100,1670.033029,3.29370985,507.037081302107
500,5000,0.6,0.5,32,98.435486,2.21329407,44.47465311286
500,5000,0.6,0.45,100,98.435486,2.51658842,39.1146542746946
500,5000,0.6,0.4,100,98.435486,2.69503794,36.5247125240842
500,5000,0.6,0.35,100,98.435486,2.79661987,35.1980213885843
500,5000,0.6,0.3,100,98.435486,3.14891785,31.2600997196545
500,5000,0.6,0.25,100,98.435486,3.55828996,27.6637056301055
500,5000,0.6,0.2,100,98.435486,4.40888634,22.3266100345876
500,5000,0.6,0.15,100,98.435486,5.61266306,17.5381071244993
500,5000,0.6,0.1,100,98.435486,7.05416742,13.9542316107944
500,5000,0.6,0.05,100,98.435486,7.05142638,13.9596559185803
500,5000,0.7,0.5,0,103.546601,1.43239342,72.2892185584041
500,5000,0.7,0.45,79,103.546601,2.81003375,36.8488816193044
500,5000,0.7,0.4,100,103.546601,2.83989249,36.4614510459866
500,5000,0.7,0.35,100,103.546601,3.07145762,33.7125279950957
500,5000,0.7,0.3,100,103.546601,3.36781053,30.7459698452811
500,5000,0.7,0.25,100,103.546601,3.8338298,27.0086588090061
500,5000,0.7,0.2,100,103.546601,4.45277084,23.2544194886077
500,5000,0.7,0.15,100,103.546601,5.60580456,18.4713184149966
500,5000,0.7,0.1,100,103.546601,9.56645812,10.8239224696465
500,5000,0.7,0.05,100,103.546601,9.57589683,10.8132536135521
500,5000,0.8,0.5,0,106.209695,1.20575685,88.0854999911466
500,5000,0.8,0.45,3,106.209695,1.90811015,55.6622451801328
500,5000,0.8,0.4,95,106.209695,2.93731298,36.1587940145214
500,5000,0.8,0.35,100,106.209695,3.04511436,34.8787212707506
500,5000,0.8,0.3,100,106.209695,3.35618726,31.6459383139426
500,5000,0.8,0.25,100,106.209695,3.78889335,28.0318513056062
500,5000,0.8,0.2,100,106.209695,4.38591969,24.216060144047
500,5000,0.8,0.15,100,106.209695,5.58002085,19.0339243983291
500,5000,0.8,0.1,100,106.209695,8.67862113,12.2380840699287
500,5000,0.8,0.05,100,106.209695,8.67789121,12.2391134470099
500,5000,0.9,0.5,0,113.482291,0.96210411,117.95219438362
500,5000,0.9,0.45,0,113.482291,1.19698493,94.8067834070392
500,5000,0.9,0.4,0,113.482291,1.54594249,73.4065411450073
500,5000,0.9,0.35,20,113.482291,3.12527036,36.3111916499922
500,5000,0.9,0.3,99,113.482291,3.66807567,30.937827135938
500,5000,0.9,0.25,100,113.482291,3.9055314,29.0568118335958
500,5000,0.9,0.2,100,113.482291,4.87858948,23.2612912943845
500,5000,0.9,0.15,100,113.482291,5.94872071,19.0767555802767
500,5000,0.9,0.1,100,113.482291,7.81709313,14.5171982874918
500,5000,0.9,0.05,100,113.482291,7.81339097,14.5240768618545
500,5000,0.95,0.5,0,129.859128,0.93108686,139.470476470906
500,5000,0.95,0.45,0,129.859128,1.05227836,123.407582001401
500,5000,0.95,0.4,0,129.859128,1.18249942,109.817498261437
500,5000,0.95,0.35,0,129.859128,1.56726371,82.8572289216089
500,5000,0.95,0.3,0,129.859128,2.1915981,59.2531669013584
500,5000,0.95,0.25,77,129.859128,5.17229383,25.1066803758904
500,5000,0.95,0.2,100,129.859128,5.63457502,23.0468362811859
500,5000,0.95,0.15,100,129.859128,6.72313058,19.3152767828585
500,5000,0.95,0.1,100,129.859128,8.38949328000001,15.4787808590986
500,5000,0.95,0.05,100,129.859128,8.39556821,15.4675806034574
500,5000,1,0.5,100,467.506194,0.83742713,558.264925092647
500,5000,1,0.45,100,467.506194,0.95359515,490.256472046864
500,5000,1,0.4,100,467.506194,1.0799989,432.876546448334
500,5000,1,0.35,100,467.506194,1.24827712,374.521159211826
500,5000,1,0.3,100,467.506194,1.42822891,327.332818098466
500,5000,1,0.25,100,467.506194,1.67100458,279.775531195731
500,5000,1,0.2,100,467.506194,2.23686818,209.000332777768
500,5000,1,0.15,100,467.506194,3.18472047,146.79661791479
500,5000,1,0.1,100,467.506194,4.32981752,107.973648275136
500,5000,1,0.05,100,467.506194,4.33279985,107.899328421552
500,10000,0.6,0.5,24,310.578841,2.29324697,135.431920357012
500,10000,0.6,0.45,100,310.578841,2.56705032,120.986658726659
500,10000,0.6,0.4,100,310.578841,2.67980223,115.896179771445
500,10000,0.6,0.35,100,310.578841,2.83557677,109.529336072252
500,10000,0.6,0.3,100,310.578841,3.12205186,99.4790781598356
500,10000,0.6,0.25,100,310.578841,3.67033966,84.6185557115442
500,10000,0.6,0.2,100,310.578841,4.2407911,73.2360622526302
500,10000,0.6,0.15,100,310.578841,5.57270826,55.7321191976412
500,10000,0.6,0.1,100,310.578841,7.70015797,40.334086938219
500,10000,0.6,0.05,100,310.578841,62.91272666,4.93666158643012
500,10000,0.7,0.5,2,311.128325,1.56944697,198.240737627471
500,10000,0.7,0.45,82,311.128325,2.64717005,117.532428640162
500,10000,0.7,0.4,100,311.128325,2.76592485,112.486181611189
500,10000,0.7,0.35,100,311.128325,3.06810693,101.407262555872
500,10000,0.7,0.3,100,311.128325,3.24683812,95.8250191420076
500,10000,0.7,0.25,100,311.128325,3.76162905,82.711059720256
500,10000,0.7,0.2,100,311.128325,4.32257631,71.9775205079029
500,10000,0.7,0.15,100,311.128325,5.71271621,54.4624156990988
500,10000,0.7,0.1,100,311.128325,8.35967107,37.2177711772097
500,10000,0.7,0.05,100,311.128325,95.89180956,3.24457663722912
500,10000,0.8,0.5,0,323.626302,1.17839131,274.633985547636
500,10000,0.8,0.45,2,323.626302,1.70355639,189.970994737662
500,10000,0.8,0.4,95,323.626302,3.01593193,107.305572377424
500,10000,0.8,0.35,100,323.626302,3.17595479,101.898900771191
500,10000,0.8,0.3,100,323.626302,3.40566979,95.0257429391004
500,10000,0.8,0.25,100,323.626302,3.88104074,83.3864738044466
500,10000,0.8,0.2,100,323.626302,4.48718078,72.1224122376456
500,10000,0.8,0.15,100,323.626302,5.85210396,55.3008463643219
500,10000,0.8,0.1,100,323.626302,8.20853159,39.4256023080006
500,10000,0.8,0.05,100,323.626302,71.5405874,4.52367409552469
500,10000,0.9,0.5,0,353.159623,0.96883903,364.518368959599
500,10000,0.9,0.45,0,353.159623,1.14428307,308.629597220205
500,10000,0.9,0.4,0,353.159623,1.46392779,241.241149606156
500,10000,0.9,0.35,12,353.159623,2.64350659,133.595136223965
500,10000,0.9,0.3,100,353.159623,3.74889975,94.2035387849462
500,10000,0.9,0.25,100,353.159623,4.19675366,84.1506677806769
500,10000,0.9,0.2,100,353.159623,4.8494499,72.824677083477
500,10000,0.9,0.15,100,353.159623,6.33989664,55.7043187063693
500,10000,0.9,0.1,100,353.159623,8.97405524,39.3534041807391
500,10000,0.9,0.05,100,353.159623,69.85063646,5.05592562785361
500,10000,0.95,0.5,0,376.308121,0.93467183,402.609888221409
500,10000,0.95,0.45,0,376.308121,1.0392662,362.090214230002
500,10000,0.95,0.4,0,376.308121,1.20475224,312.35312000748
500,10000,0.95,0.35,0,376.308121,1.56971434,239.730319976563
500,10000,0.95,0.3,1,376.308121,2.2449104,167.627234031256
500,10000,0.95,0.25,88,376.308121,5.09702303,73.8290015142427
500,10000,0.95,0.2,100,376.308121,5.71470412,65.8490996380754
500,10000,0.95,0.15,100,376.308121,7.17836165,52.4225637196755
500,10000,0.95,0.1,100,376.308121,9.98954142,37.6702097902708
500,10000,0.95,0.05,100,376.308121,102.66401015,3.66543368460072
500,10000,1,0.5,100,1445.833535,0.801767679999999,1803.30733087171
500,10000,1,0.45,100,1445.833535,0.92387706,1564.96312940165
500,10000,1,0.4,100,1445.833535,1.07008124,1351.14370849077
500,10000,1,0.35,100,1445.833535,1.245062,1161.25424677647
500,10000,1,0.3,100,1445.833535,1.44351346,1001.607241681
500,10000,1,0.25,100,1445.833535,1.66492127,868.409552482923
500,10000,1,0.2,100,1445.833535,2.12131939,681.572771085641
500,10000,1,0.15,100,1445.833535,3.15483193,458.29177816138
500,10000,1,0.1,100,1445.833535,4.42789311,326.528554118597
500,10000,1,0.05,100,1445.833535,44.73109069,32.3227874102168
500,20000,0.6,0.5,27,1062.601713,2.2354489,475.341535653085
500,20000,0.6,0.45,100,1062.601713,2.48169162,428.176371486478
500,20000,0.6,0.4,100,1062.601713,2.62446836,404.882653262393
500,20000,0.6,0.35,100,1062.601713,3.02748515,350.984946367119
500,20000,0.6,0.3,100,1062.601713,3.1061424,342.096908692918
500,20000,0.6,0.25,100,1062.601713,3.57246002,297.442576558211
500,20000,0.6,0.2,100,1062.601713,4.31537875,246.236025748609
500,20000,0.6,0.15,100,1062.601713,5.6729926,187.308848772339
500,20000,0.6,0.1,100,1062.601713,8.01180374,132.629523573427
500,20000,0.6,0.05,100,1062.601713,66.75189942,15.9186738090276
500,20000,0.7,0.5,1,1046.253648,1.47575593,708.961168124867
500,20000,0.7,0.45,79,1046.253648,2.95136441,354.498293892485
500,20000,0.7,0.4,100,1046.253648,2.87747477,363.601328118682
500,20000,0.7,0.35,100,1046.253648,3.05333259,342.659575123456
500,20000,0.7,0.3,100,1046.253648,3.3445855,312.820123151284
500,20000,0.7,0.25,100,1046.253648,3.77298279,277.301463121702
500,20000,0.7,0.2,100,1046.253648,4.48693491,233.177808233461
500,20000,0.7,0.15,100,1046.253648,5.64152939,185.455676231087
500,20000,0.7,0.1,100,1046.253648,8.30886636,125.920143936459
500,20000,0.7,0.05,100,1046.253648,71.6514674,14.601984941344
500,20000,0.8,0.5,0,1087.145248,1.1646167,933.479013309701
500,20000,0.8,0.45,1,1087.145248,1.68014432,647.054681588305
500,20000,0.8,0.4,81,1087.145248,3.01916623,360.081282440682
500,20000,0.8,0.35,100,1087.145248,3.17069676,342.872664997456
500,20000,0.8,0.3,100,1087.145248,3.46727124,313.544909742914
500,20000,0.8,0.25,100,1087.145248,4.10401412,264.89802817735
500,20000,0.8,0.2,100,1087.145248,4.62994721,234.807266409416
500,20000,0.8,0.15,100,1087.145248,5.87303041,185.108057017536
500,20000,0.8,0.1,100,1087.145248,8.45650946,128.557208283428
500,20000,0.8,0.05,100,1087.145248,72.60519272,14.9733814796491
500,20000,0.9,0.5,0,1183.264401,0.96283797,1228.93408638631
500,20000,0.9,0.45,0,1183.264401,1.1338558,1043.57573599747
500,20000,0.9,0.4,0,1183.264401,1.44428982,819.270747889091
500,20000,0.9,0.35,15,1183.264401,2.70333475,437.705467663596
500,20000,0.9,0.3,95,1183.264401,3.94639654,299.834137042903
500,20000,0.9,0.25,100,1183.264401,4.29950522,275.209434680021
500,20000,0.9,0.2,100,1183.264401,4.98093976,237.558464469364
500,20000,0.9,0.15,100,1183.264401,6.44386205,183.626587878305
500,20000,0.9,0.1,100,1183.264401,8.89430988,133.03611150998
500,20000,0.9,0.05,100,1183.264401,77.17705298,15.3318163276672
500,20000,0.95,0.5,0,1291.101151,0.93517129,1380.6039223039
500,20000,0.95,0.45,0,1291.101151,1.03816115,1243.64232951695
500,20000,0.95,0.4,0,1291.101151,1.17057487,1102.96332519081
500,20000,0.95,0.35,0,1291.101151,1.55756005,828.925440787982
500,20000,0.95,0.3,2,1291.101151,2.21468007,582.974113728309
500,20000,0.95,0.25,73,1291.101151,5.342124,241.683111623766
500,20000,0.95,0.2,100,1291.101151,5.6410689,228.875267061532
500,20000,0.95,0.15,100,1291.101151,6.8077197,189.652513307797
500,20000,0.95,0.1,100,1291.101151,9.90543988,130.342636636143
500,20000,0.95,0.05,100,1291.101151,82.26722564,15.6939916346497
500,20000,1,0.5,100,4809.31347,0.83376826,5768.16568910886
500,20000,1,0.45,100,4809.31347,0.94550435,5086.50591612825
500,20000,1,0.4,100,4809.31347,1.08194445,4445.06505856192
500,20000,1,0.35,100,4809.31347,1.25460755,3833.32100145579
500,20000,1,0.3,100,4809.31347,1.43357523,3354.76881112127
500,20000,1,0.25,100,4809.31347,1.66180096,2894.03700308369
500,20000,1,0.2,100,4809.31347,2.36177201,2036.31571956854
500,20000,1,0.15,100,4809.31347,3.16538826,1519.34393981736
500,20000,1,0.1,100,4809.31347,4.83191037,995.323402491011
500,20000,1,0.05,100,4809.31347,48.7455726,98.6615442896654
